year,state,homes_sold,population
2020,Washington,126,"7,727,209 "
2022,New Hampshire,118,"1,396,678 "
2021,Vermont,71,"647,210 "
2022,California,949,"39,142,414 "
2022,North Carolina,1476,"10,710,793 "
2020,Hawaii,18,"1,451,252 "
2020,Hawaii,2,"1,451,252 "
2024,Hawaii,442,"1,446,146 "
2020,Kentucky,43,"4,508,318 "
2023,Vermont,521,"648,708 "
2023,Texas,299,"30,727,890 "
2024,Virginia,1039,"8,811,195 "
2020,Pennsylvania,6390,"12,996,143 "
2023,Virginia,1458,"8,734,685 "
2020,Hawaii,960,"1,451,252 "
2020,Mississippi,18,"2,958,536 "
2023,Minnesota,7137,"5,753,048 "
2020,Kansas,32,"2,938,172 "
2024,Iowa,2904,"3,241,488 "
2023,Georgia,740,"11,064,432 "
2024,California,2998,"39,431,263 "
2022,Kentucky,3605,"4,519,233 "
2020,Ohio,8648,"11,798,905 "
2022,Columbia,9,"676,725 "
2024,Indiana,343,"6,924,275 "
2020,Kansas,3880,"2,938,172 "
2024,Nevada,3716,"3,267,467 "
2020,Rhode Island,163,"1,096,530 "
2022,Florida,5318,"22,379,312 "
2021,Indiana,9148,"6,815,907 "
2020,Montana,1975,"1,087,230 "
2021,Delaware,52,"1,005,062 "
2020,Texas,26222,"29,239,570 "
2024,Columbia,492,"702,250 "
2023,Montana,76,"1,131,302 "
2024,Kentucky,2306,"4,588,372 "
2024,Pennsylvania,371,"13,078,751 "
2024,Florida,18266,"23,372,215 "
2020,Nevada,21,"3,116,967 "
2023,Arkansas,39,"3,069,463 "
2023,Arkansas,1981,"3,069,463 "
2020,West Virginia,5,"1,791,646 "
2021,North Dakota,30,"777,966 "
2022,Oklahoma,4912,"4,026,229 "
2024,South Dakota,12,"924,669 "
2024,Wisconsin,23,"5,960,975 "
2020,North Dakota,47,"779,563 "
2023,North Dakota,4,"789,047 "
2020,California,25420,"39,521,958 "
2023,Wyoming,27,"585,067 "
2024,Texas,614,"31,290,831 "
2024,Oklahoma,4191,"4,095,393 "
2020,Texas,879,"29,239,570 "
2021,Illinois,433,"12,700,641 "
2023,Idaho,83,"1,971,122 "
2023,Colorado,622,"5,901,339 "
2022,Texas,344,"30,113,488 "
2023,Colorado,686,"5,901,339 "
2022,New York,12676,"19,703,747 "
2022,Michigan,10440,"10,050,877 "
2022,Virginia,1312,"8,683,414 "
2022,Colorado,917,"5,850,935 "
2023,New Hampshire,121,"1,402,199 "
2021,New Hampshire,256,"1,387,677 "
2021,Illinois,15243,"12,700,641 "
2020,Texas,23683,"29,239,570 "
2022,Virginia,1121,"8,683,414 "
2022,New Hampshire,149,"1,396,678 "
2020,Minnesota,1145,"5,710,735 "
2020,Ohio,302,"11,798,905 "
2020,Texas,262,"29,239,570 "
2022,Kentucky,39,"4,519,233 "
2024,North Carolina,40,"11,046,024 "
2024,Michigan,6765,"10,140,459 "
2024,North Carolina,13680,"11,046,024 "
2023,Oklahoma,38,"4,063,882 "
2020,Hawaii,999,"1,451,252 "
2020,Ohio,7712,"11,798,905 "
2020,Arkansas,27,"3,014,546 "
2022,Mississippi,67,"2,941,939 "
2024,New York,12388,"19,867,248 "
2022,Vermont,809,"648,142 "
2023,Connecticut,2,"3,643,023 "
2024,Arizona,7845,"7,582,384 "
2020,North Carolina,515,"10,449,652 "
2020,Pennsylvania,3752,"12,996,143 "
2020,New Hampshire,222,"1,378,756 "
2024,Tennessee,41,"7,227,750 "
2021,Idaho,2882,"1,904,848 "
2024,California,832,"39,431,263 "
2021,West Virginia,996,"1,785,618 "
2024,Minnesota,212,"5,793,151 "
2022,Indiana,85,"6,844,545 "
2021,Maryland,489,"6,179,403 "
2022,Arizona,765,"7,377,566 "
2021,Colorado,1420,"5,814,036 "
2024,Kansas,2657,"2,970,606 "
2021,West Virginia,68,"1,785,618 "
2022,Nevada,464,"3,176,116 "
2021,New York,345,"19,848,276 "
2021,Arizona,118,"7,274,078 "
2023,Oklahoma,25,"4,063,882 "
2024,Nevada,2609,"3,267,467 "
2020,Wyoming,1006,"577,681 "
2024,Texas,778,"31,290,831 "
2020,South Carolina,19,"5,132,249 "
2024,California,19251,"39,431,263 "
2022,Alaska,32,"734,442 "
2024,Arkansas,65,"3,088,354 "
2021,Oklahoma,114,"3,992,238 "
2023,Michigan,1,"10,083,356 "
2024,Kentucky,3620,"4,588,372 "
2022,Arizona,13296,"7,377,566 "
2020,West Virginia,670,"1,791,646 "
2024,Texas,27808,"31,290,831 "
2023,Missouri,449,"6,208,038 "
2021,Connecticut,3266,"3,606,607 "
2024,Nebraska,1622,"2,005,465 "
2024,North Dakota,425,"796,568 "
2023,Kentucky,243,"4,550,595 "
2024,Utah,280,"3,503,613 "
2022,Indiana,126,"6,844,545 "
2022,Indiana,165,"6,844,545 "
2023,Utah,443,"3,443,222 "
2021,Wyoming,34,"579,636 "
2023,Wyoming,602,"585,067 "
2023,Idaho,47,"1,971,122 "
2021,Vermont,84,"647,210 "
2020,New Mexico,1035,"2,118,606 "
2024,Utah,32,"3,503,613 "
2022,Massachusetts,8037,"7,022,468 "
2023,Illinois,413,"12,642,259 "
2020,Georgia,889,"10,732,888 "
2024,Columbia,286,"702,250 "
2021,Delaware,812,"1,005,062 "
2020,Maine,8,"1,364,571 "
2022,Maine,1156,"1,390,922 "
2023,Texas,825,"30,727,890 "
2022,Mississippi,1546,"2,941,939 "
2024,Washington,5536,"7,958,180 "
2021,South Carolina,9790,"5,194,274 "
2023,Delaware,29,"1,036,423 "
2023,Arkansas,59,"3,069,463 "
2022,Tennessee,49,"7,062,217 "
2022,Michigan,7545,"10,050,877 "
2022,Missouri,6631,"6,179,414 "
2022,Pennsylvania,6709,"12,984,990 "
2021,Virginia,1229,"8,658,910 "
2022,Wisconsin,423,"5,903,975 "
2023,Wyoming,1,"585,067 "
2021,Missouri,95,"6,171,374 "
2024,Maine,43,"1,405,012 "
2022,North Carolina,10875,"10,710,793 "
2024,Idaho,2606,"2,001,619 "
2020,Delaware,268,"991,928 "
2022,Arizona,79,"7,377,566 "
2023,Arizona,74,"7,473,027 "
2023,Oklahoma,64,"4,063,882 "
2022,New Jersey,571,"9,295,227 "
2024,Kansas,98,"2,970,606 "
2022,Massachusetts,905,"7,022,468 "
2021,Oklahoma,5636,"3,992,238 "
2024,New Jersey,8679,"9,500,851 "
2021,Rhode Island,238,"1,097,246 "
2023,Alabama,111,"5,117,673 "
2024,Minnesota,910,"5,793,151 "
2022,Kansas,37,"2,937,324 "
2024,Massachusetts,1058,"7,136,171 "
2024,Missouri,6802,"6,245,466 "
2024,Tennessee,377,"7,227,750 "
2022,Missouri,444,"6,179,414 "
2020,New York,6893,"20,105,171 "
2021,Georgia,16123,"10,792,060 "
2022,Massachusetts,794,"7,022,468 "
2022,Georgia,55,"10,931,805 "
2022,Maine,1271,"1,390,922 "
2022,New Hampshire,1764,"1,396,678 "
2021,Connecticut,440,"3,606,607 "
2021,Rhode Island,245,"1,097,246 "
2022,Virginia,83,"8,683,414 "
2022,Alabama,10,"5,076,181 "
2021,North Dakota,25,"777,966 "
2024,Arkansas,23,"3,088,354 "
2021,Florida,7374,"21,831,949 "
2020,Iowa,19,"3,191,141 "
2024,Colorado,513,"5,957,493 "
2022,Texas,869,"30,113,488 "
2022,Louisiana,4527,"4,593,687 "
2022,Montana,691,"1,122,095 "
2020,Arizona,107,"7,187,135 "
2024,Minnesota,4138,"5,793,151 "
2024,Michigan,8576,"10,140,459 "
2022,South Carolina,802,"5,287,935 "
2022,Alabama,18,"5,076,181 "
2020,Indiana,68,"6,790,497 "
2021,South Carolina,6667,"5,194,274 "
2024,Mississippi,2059,"2,943,045 "
2020,Arkansas,40,"3,014,546 "
2020,South Dakota,69,"887,948 "
2023,Tennessee,9017,"7,148,304 "
2022,Missouri,8213,"6,179,414 "
2022,California,1405,"39,142,414 "
2023,New Jersey,446,"9,379,642 "
2022,West Virginia,10,"1,774,122 "
2024,North Carolina,612,"11,046,024 "
2024,New York,884,"19,867,248 "
2024,Massachusetts,450,"7,136,171 "
2021,Ohio,12677,"11,767,344 "
2022,Oklahoma,28,"4,026,229 "
2021,Utah,60,"3,339,738 "
2023,Nevada,2865,"3,214,363 "
2022,Maryland,2770,"6,192,440 "
2023,Colorado,703,"5,901,339 "
2024,Texas,30161,"31,290,831 "
2021,South Carolina,6595,"5,194,274 "
2022,New Hampshire,153,"1,396,678 "
2021,Minnesota,348,"5,718,660 "
2021,Connecticut,292,"3,606,607 "
2024,Hawaii,1019,"1,446,146 "
2022,New York,2050,"19,703,747 "
2024,New York,833,"19,867,248 "
2021,Wisconsin,3801,"5,881,608 "
2024,New York,871,"19,867,248 "
2020,Louisiana,107,"4,652,301 "
2021,Arkansas,4019,"3,026,870 "
2020,Nevada,340,"3,116,967 "
2022,Rhode Island,170,"1,099,498 "
2022,New Jersey,755,"9,295,227 "
2023,South Dakota,516,"918,305 "
2023,New York,288,"19,737,367 "
2023,Delaware,603,"1,036,423 "
2023,Nevada,306,"3,214,363 "
2021,North Dakota,29,"777,966 "
2021,Colorado,1235,"5,814,036 "
2024,South Carolina,5413,"5,478,831 "
2022,North Carolina,85,"10,710,793 "
2024,Massachusetts,3464,"7,136,171 "
2021,Illinois,6958,"12,700,641 "
2023,Washington,775,"7,857,320 "
2022,Minnesota,4730,"5,721,621 "
2020,California,730,"39,521,958 "
2021,New York,1319,"19,848,276 "
2023,Louisiana,3351,"4,588,071 "
2021,Idaho,92,"1,904,848 "
2023,Mississippi,1472,"2,943,172 "
2023,New York,11842,"19,737,367 "
2021,North Dakota,479,"777,966 "
2021,Oklahoma,4710,"3,992,238 "
2020,Montana,878,"1,087,230 "
2020,New York,1599,"20,105,171 "
2022,Wisconsin,8448,"5,903,975 "
2023,South Dakota,450,"918,305 "
2024,Wisconsin,373,"5,960,975 "
2020,Montana,83,"1,087,230 "
2024,Arizona,4979,"7,582,384 "
2021,Nebraska,2014,"1,964,537 "
2020,Massachusetts,4103,"6,994,598 "
2023,West Virginia,65,"1,770,495 "
2024,North Dakota,15,"796,568 "
2020,North Carolina,13218,"10,449,652 "
2020,Georgia,36,"10,732,888 "
2024,Georgia,9477,"11,180,878 "
2021,Utah,3981,"3,339,738 "
2022,Hawaii,723,"1,440,359 "
2023,Tennessee,8457,"7,148,304 "
2024,Montana,52,"1,137,233 "
2021,Texas,424,"29,570,351 "
2024,Kentucky,3186,"4,588,372 "
2022,South Carolina,6913,"5,287,935 "
2020,Vermont,407,"642,977 "
2024,Virginia,6041,"8,811,195 "
2024,Arizona,37,"7,582,384 "
2024,New Hampshire,62,"1,409,032 "
2023,Alaska,433,"736,510 "
2021,Vermont,1059,"647,210 "
2021,Arkansas,50,"3,026,870 "
2022,Nevada,46,"3,176,116 "
2024,Columbia,169,"702,250 "
2023,Maine,160,"1,399,646 "
2020,Colorado,1194,"5,787,129 "
2021,Tennessee,11055,"6,965,740 "
2023,Indiana,7194,"6,880,131 "
2022,Iowa,440,"3,202,820 "
2024,Iowa,3385,"3,241,488 "
2021,Georgia,1385,"10,792,060 "
2024,Wisconsin,5001,"5,960,975 "
2023,Wyoming,28,"585,067 "
2020,California,1345,"39,521,958 "
2022,New Mexico,19,"2,113,868 "
2023,Indiana,114,"6,880,131 "
2020,South Carolina,5296,"5,132,249 "
2022,Nevada,724,"3,176,116 "
2020,Colorado,8258,"5,787,129 "
2024,Indiana,6577,"6,924,275 "
2022,New Hampshire,213,"1,396,678 "
2023,Delaware,29,"1,036,423 "
2021,Kentucky,43,"4,507,583 "
2024,Arizona,302,"7,582,384 "
2020,Illinois,499,"12,799,088 "
2023,Arkansas,28,"3,069,463 "
2024,Alabama,3359,"5,157,699 "
2023,Utah,502,"3,443,222 "
2021,South Carolina,577,"5,194,274 "
2021,Arkansas,46,"3,026,870 "
2020,New Hampshire,139,"1,378,756 "
2023,Virginia,5916,"8,734,685 "
2023,New Mexico,40,"2,121,164 "
2020,Alaska,51,"733,017 "
2022,Montana,606,"1,122,095 "
2023,Oklahoma,4192,"4,063,882 "
2020,Mississippi,19,"2,958,536 "
2021,Georgia,94,"10,792,060 "
2024,North Carolina,9621,"11,046,024 "
2024,Maryland,3185,"6,263,220 "
2023,Alabama,3775,"5,117,673 "
2022,Nebraska,26,"1,972,246 "
2023,Missouri,105,"6,208,038 "
2024,Columbia,19,"702,250 "
2020,Rhode Island,265,"1,096,530 "
2022,Utah,1857,"3,391,011 "
2024,New York,1020,"19,867,248 "
2022,Nevada,2683,"3,176,116 "
2024,Mississippi,59,"2,943,045 "
2022,North Carolina,15883,"10,710,793 "
2024,Delaware,461,"1,051,917 "
2021,Hawaii,1786,"1,447,029 "
2022,Ohio,8324,"11,777,874 "
2023,Georgia,54,"11,064,432 "
2023,Oregon,158,"4,253,653 "
2022,Louisiana,4167,"4,593,687 "
2023,Hawaii,736,"1,441,387 "
2024,New York,11410,"19,867,248 "
2022,Tennessee,55,"7,062,217 "
2021,New Mexico,916,"2,117,333 "
2023,New Hampshire,112,"1,402,199 "
2021,Arizona,10650,"7,274,078 "
2020,Oklahoma,4831,"3,965,415 "
2022,Alabama,6400,"5,076,181 "
2020,Maine,42,"1,364,571 "
2022,Columbia,394,"676,725 "
2022,Louisiana,184,"4,593,687 "
2020,California,16559,"39,521,958 "
2022,Maine,107,"1,390,922 "
2021,Wyoming,31,"579,636 "
2024,Wisconsin,33,"5,960,975 "
2022,Georgia,12043,"10,931,805 "
2023,Michigan,165,"10,083,356 "
2024,North Carolina,35,"11,046,024 "
2024,Indiana,5867,"6,924,275 "
2022,Nevada,42,"3,176,116 "
2022,Alabama,12,"5,076,181 "
2022,Utah,274,"3,391,011 "
2020,Kentucky,92,"4,508,318 "
2020,Minnesota,9869,"5,710,735 "
2024,Wisconsin,4171,"5,960,975 "
2024,Wyoming,24,"587,618 "
2021,Colorado,903,"5,814,036 "
2021,Alabama,5818,"5,049,196 "
2022,New Hampshire,1664,"1,396,678 "
2020,Washington,706,"7,727,209 "
2022,Louisiana,4152,"4,593,687 "
2022,Kentucky,54,"4,519,233 "
2024,California,2884,"39,431,263 "
2024,Mississippi,47,"2,943,045 "
2022,Arkansas,66,"3,047,704 "
2020,Minnesota,3093,"5,710,735 "
2020,Washington,151,"7,727,209 "
2024,Louisiana,3799,"4,597,740 "
2022,South Dakota,583,"909,723 "
2021,Missouri,5445,"6,171,374 "
2021,Idaho,3357,"1,904,848 "
2021,Missouri,94,"6,171,374 "
2022,South Carolina,6446,"5,287,935 "
2022,Hawaii,2,"1,440,359 "
2021,Wisconsin,127,"5,881,608 "
2020,Pennsylvania,315,"12,996,143 "
2023,North Carolina,1237,"10,881,189 "
2020,Columbia,100,"670,917 "
2023,Kansas,3282,"2,951,500 "
2023,New Jersey,3786,"9,379,642 "
2023,Idaho,2367,"1,971,122 "
2022,Maine,2,"1,390,922 "
2020,Texas,37101,"29,239,570 "
2020,New Jersey,10856,"9,272,794 "
2021,Mississippi,10,"2,947,209 "
2023,Kentucky,155,"4,550,595 "
2020,Pennsylvania,2890,"12,996,143 "
2024,Pennsylvania,257,"13,078,751 "
2020,Michigan,10282,"10,072,703 "
2021,Montana,172,"1,106,522 "
2024,New York,940,"19,867,248 "
2024,Maine,177,"1,405,012 "
2021,Maine,97,"1,378,931 "
2022,Texas,1386,"30,113,488 "
2021,Nevada,56,"3,148,141 "
2022,Columbia,113,"676,725 "
2023,Montana,17,"1,131,302 "
2022,West Virginia,11,"1,774,122 "
2021,Delaware,269,"1,005,062 "
2020,Kansas,19,"2,938,172 "
2021,Colorado,7350,"5,814,036 "
2021,Rhode Island,1313,"1,097,246 "
2023,West Virginia,712,"1,770,495 "
2022,Ohio,15363,"11,777,874 "
2021,Virginia,13393,"8,658,910 "
2022,Massachusetts,1146,"7,022,468 "
2023,Alaska,528,"736,510 "
2021,Alaska,864,"734,420 "
2021,South Carolina,8857,"5,194,274 "
2024,North Dakota,35,"796,568 "
2023,Tennessee,363,"7,148,304 "
2022,Alabama,105,"5,076,181 "
2021,Nebraska,61,"1,964,537 "
2022,Delaware,652,"1,020,625 "
2022,South Dakota,49,"909,723 "
2023,Wisconsin,5696,"5,930,405 "
2024,Arkansas,39,"3,088,354 "
2024,Maryland,34,"6,263,220 "
2020,Oklahoma,85,"3,965,415 "
2022,Georgia,13227,"10,931,805 "
2024,Iowa,3695,"3,241,488 "
2024,Missouri,479,"6,245,466 "
2023,Maine,840,"1,399,646 "
2023,Mississippi,17,"2,943,172 "
2021,Maine,105,"1,378,931 "
2020,New York,1992,"20,105,171 "
2020,Tennessee,45,"6,927,904 "
2020,Wyoming,8,"577,681 "
2020,Iowa,34,"3,191,141 "
2024,Montana,17,"1,137,233 "
2021,Maine,118,"1,378,931 "
2021,Minnesota,1251,"5,718,660 "
2022,Iowa,3516,"3,202,820 "
2023,Kentucky,4069,"4,550,595 "
2022,West Virginia,93,"1,774,122 "
2020,Wyoming,5,"577,681 "
2024,Kansas,28,"2,970,606 "
2021,Louisiana,4498,"4,627,971 "
2023,Oregon,4202,"4,253,653 "
2020,West Virginia,9,"1,791,646 "
2023,New York,7738,"19,737,367 "
2020,Virginia,10817,"8,637,615 "
2023,California,11822,"39,198,693 "
2023,Virginia,1174,"8,734,685 "
2020,New Jersey,689,"9,272,794 "
2024,Kentucky,218,"4,588,372 "
2023,Louisiana,3945,"4,588,071 "
2024,Ohio,11686,"11,883,304 "
2023,Arkansas,3303,"3,069,463 "
2024,Oklahoma,3686,"4,095,393 "
2020,Mississippi,10,"2,958,536 "
2023,Florida,28074,"22,904,868 "
2021,Utah,59,"3,339,738 "
2022,Idaho,11,"1,944,299 "
2022,Illinois,2786,"12,621,821 "
2024,South Carolina,559,"5,478,831 "
2024,North Carolina,12311,"11,046,024 "
2021,Minnesota,321,"5,718,660 "
2022,Massachusetts,370,"7,022,468 "
2024,Georgia,8900,"11,180,878 "
2020,New York,6303,"20,105,171 "
2020,Tennessee,5984,"6,927,904 "
2020,New Hampshire,2039,"1,378,756 "
2023,Nebraska,37,"1,987,864 "
2022,Tennessee,8454,"7,062,217 "
2023,Oregon,2567,"4,253,653 "
2021,California,38332,"39,142,565 "
2021,Minnesota,10159,"5,718,660 "
2022,New Mexico,32,"2,113,868 "
2021,Maryland,4728,"6,179,403 "
2023,North Carolina,419,"10,881,189 "
2020,Connecticut,3428,"3,579,918 "
2023,Maine,1,"1,399,646 "
2023,New Mexico,44,"2,121,164 "
2020,Ohio,271,"11,798,905 "
2021,New Mexico,60,"2,117,333 "
2020,California,30311,"39,521,958 "
2023,New Jersey,6769,"9,379,642 "
2024,Vermont,733,"648,493 "
2023,Missouri,96,"6,208,038 "
2022,Illinois,7422,"12,621,821 "
2023,Oregon,111,"4,253,653 "
2021,New Mexico,1128,"2,117,333 "
2023,Massachusetts,515,"7,066,568 "
2021,West Virginia,4,"1,785,618 "
2021,Maryland,6321,"6,179,403 "
2023,Iowa,2380,"3,218,414 "
2022,New Hampshire,78,"1,396,678 "
2024,Louisiana,3509,"4,597,740 "
2024,Virginia,7064,"8,811,195 "
2020,Kansas,3321,"2,938,172 "
2023,Arkansas,18,"3,069,463 "
2022,Mississippi,1365,"2,941,939 "
2024,Mississippi,28,"2,943,045 "
2024,Iowa,36,"3,241,488 "
2022,Columbia,217,"676,725 "
2022,Florida,2740,"22,379,312 "
2022,West Virginia,13,"1,774,122 "
2022,Nebraska,1513,"1,972,246 "
2024,Massachusetts,2246,"7,136,171 "
2024,Utah,25,"3,503,613 "
2024,Mississippi,67,"2,943,045 "
2022,Virginia,2092,"8,683,414 "
2024,Indiana,121,"6,924,275 "
2022,California,3747,"39,142,414 "
2024,Ohio,367,"11,883,304 "
2020,Illinois,282,"12,799,088 "
2023,South Dakota,461,"918,305 "
2021,Indiana,85,"6,815,907 "
2024,New Hampshire,1347,"1,409,032 "
2021,Hawaii,23,"1,447,029 "
2024,Oklahoma,36,"4,095,393 "
2023,New Mexico,714,"2,121,164 "
2024,Alabama,4540,"5,157,699 "
2020,Texas,35787,"29,239,570 "
2023,Massachusetts,5088,"7,066,568 "
2021,Wisconsin,7639,"5,881,608 "
2020,Arizona,813,"7,187,135 "
2020,Texas,338,"29,239,570 "
2022,Iowa,2304,"3,202,820 "
2023,Nebraska,20,"1,987,864 "
2022,New Jersey,6657,"9,295,227 "
2024,Delaware,33,"1,051,917 "
2024,California,3175,"39,431,263 "
2020,Indiana,6945,"6,790,497 "
2024,Vermont,866,"648,493 "
2021,Louisiana,30,"4,627,971 "
2022,Mississippi,39,"2,941,939 "
2021,Idaho,33,"1,904,848 "
2024,Texas,806,"31,290,831 "
2021,Missouri,7693,"6,171,374 "
2024,North Carolina,1276,"11,046,024 "
2021,Maine,139,"1,378,931 "
2020,Indiana,86,"6,790,497 "
2021,Columbia,411,"669,256 "
2020,North Dakota,15,"779,563 "
2023,Colorado,3463,"5,901,339 "
2022,Mississippi,1518,"2,941,939 "
2021,Idaho,66,"1,904,848 "
2023,Alabama,89,"5,117,673 "
2024,Idaho,2189,"2,001,619 "
2021,Montana,107,"1,106,522 "
2022,Minnesota,387,"5,721,621 "
2020,Kentucky,311,"4,508,318 "
2022,New Mexico,817,"2,113,868 "
2023,Kentucky,37,"4,550,595 "
2022,Oregon,250,"4,247,372 "
2023,Texas,27946,"30,727,890 "
2020,Louisiana,3646,"4,652,301 "
2022,North Dakota,311,"781,057 "
2023,Pennsylvania,9998,"13,017,721 "
2023,Montana,19,"1,131,302 "
2022,Arkansas,52,"3,047,704 "
2022,New Hampshire,72,"1,396,678 "
2022,Missouri,394,"6,179,414 "
2022,South Dakota,8,"909,723 "
2024,Illinois,1748,"12,710,158 "
2024,Alaska,485,"740,133 "
2020,Colorado,1542,"5,787,129 "
2023,Iowa,42,"3,218,414 "
2024,Nevada,3083,"3,267,467 "
2020,Alabama,6388,"5,033,094 "
2020,South Carolina,8,"5,132,249 "
2020,Oregon,7058,"4,243,779 "
2020,Colorado,4019,"5,787,129 "
2021,Vermont,773,"647,210 "
2024,South Dakota,62,"924,669 "
2023,Vermont,16,"648,708 "
2020,Wisconsin,33,"5,897,375 "
2023,Nevada,20,"3,214,363 "
2020,Texas,206,"29,239,570 "
2021,Utah,2271,"3,339,738 "
2022,Idaho,2256,"1,944,299 "
2024,Pennsylvania,7904,"13,078,751 "
2021,Kansas,93,"2,938,338 "
2020,North Carolina,872,"10,449,652 "
2021,Alabama,7396,"5,049,196 "
2021,Montana,64,"1,106,522 "
2023,Colorado,7616,"5,901,339 "
2023,Kentucky,72,"4,550,595 "
2021,Massachusetts,4923,"7,000,474 "
2023,California,2940,"39,198,693 "
2022,New Mexico,14,"2,113,868 "
2024,North Dakota,429,"796,568 "
2023,Maryland,556,"6,217,062 "
2020,Missouri,7802,"6,154,744 "
2023,Georgia,414,"11,064,432 "
2023,Columbia,207,"687,324 "
2020,Nevada,306,"3,116,967 "
2022,South Dakota,838,"909,723 "
2023,Connecticut,240,"3,643,023 "
2020,Vermont,1351,"642,977 "
2023,Missouri,83,"6,208,038 "
2021,Hawaii,4,"1,447,029 "
2021,Pennsylvania,13421,"13,015,571 "
2024,Kentucky,33,"4,588,372 "
2021,Michigan,1655,"10,041,351 "
2020,Texas,42039,"29,239,570 "
2020,Nebraska,2588,"1,963,387 "
2021,Idaho,44,"1,904,848 "
2023,Nebraska,1361,"1,987,864 "
2022,Arkansas,2709,"3,047,704 "
2024,New Jersey,873,"9,500,851 "
2021,Connecticut,4715,"3,606,607 "
2021,New Mexico,38,"2,117,333 "
2021,Minnesota,6151,"5,718,660 "
2020,Hawaii,1327,"1,451,252 "
2021,Utah,67,"3,339,738 "
2024,Michigan,137,"10,140,459 "
2021,Kansas,2255,"2,938,338 "
2024,South Carolina,4701,"5,478,831 "
2023,New Hampshire,1159,"1,402,199 "
2021,South Dakota,57,"896,492 "
2022,Tennessee,341,"7,062,217 "
2024,Connecticut,3203,"3,675,069 "
2023,New Mexico,3,"2,121,164 "
2020,Oklahoma,5137,"3,965,415 "
2022,Montana,79,"1,122,095 "
2022,Maryland,4130,"6,192,440 "
2023,Ohio,411,"11,824,034 "
2021,West Virginia,14,"1,785,618 "
2020,California,24146,"39,521,958 "
2023,Arkansas,2563,"3,069,463 "
2024,Illinois,453,"12,710,158 "
2023,Ohio,11804,"11,824,034 "
2023,Indiana,5891,"6,880,131 "
2022,Arkansas,3615,"3,047,704 "
2023,Pennsylvania,266,"13,017,721 "
2023,Hawaii,1,"1,441,387 "
2024,Mississippi,1507,"2,943,045 "
2021,Florida,53605,"21,831,949 "
2020,West Virginia,8,"1,791,646 "
2024,Texas,25649,"31,290,831 "
2021,Washington,758,"7,743,760 "
2020,Rhode Island,1160,"1,096,530 "
2020,South Dakota,4,"887,948 "
2024,Virginia,1682,"8,811,195 "
2023,Massachusetts,690,"7,066,568 "
2022,Michigan,9574,"10,050,877 "
2020,Florida,383,"21,592,035 "
2024,Idaho,22,"2,001,619 "
2024,Tennessee,8187,"7,227,750 "
2020,Oklahoma,57,"3,965,415 "
2023,Arizona,465,"7,473,027 "
2024,Mississippi,47,"2,943,045 "
2022,Alaska,744,"734,442 "
2023,Alaska,381,"736,510 "
2022,Wisconsin,743,"5,903,975 "
2023,Indiana,90,"6,880,131 "
2021,Tennessee,493,"6,965,740 "
2020,Hawaii,7,"1,451,252 "
2024,Mississippi,1720,"2,943,045 "
2020,North Carolina,17772,"10,449,652 "
2023,Texas,20762,"30,727,890 "
2021,Montana,1325,"1,106,522 "
2023,South Dakota,66,"918,305 "
2022,Missouri,170,"6,179,414 "
2022,Pennsylvania,9931,"12,984,990 "
2024,South Carolina,5814,"5,478,831 "
2021,North Dakota,418,"777,966 "
2022,Maryland,5802,"6,192,440 "
2024,Washington,766,"7,958,180 "
2020,Rhode Island,192,"1,096,530 "
2020,Iowa,352,"3,191,141 "
2020,Pennsylvania,517,"12,996,143 "
2022,Montana,1043,"1,122,095 "
2023,Mississippi,1443,"2,943,172 "
2023,Illinois,8012,"12,642,259 "
2022,Nebraska,104,"1,972,246 "
2020,New Mexico,86,"2,118,606 "
2020,Georgia,11936,"10,732,888 "
2023,Tennessee,5578,"7,148,304 "
2020,Connecticut,4754,"3,579,918 "
2022,South Carolina,7818,"5,287,935 "
2024,Nebraska,75,"2,005,465 "
2023,Delaware,33,"1,036,423 "
2023,Kansas,2588,"2,951,500 "
2021,Nebraska,51,"1,964,537 "
2023,Maine,51,"1,399,646 "
2022,Alabama,408,"5,076,181 "
2023,Alabama,5511,"5,117,673 "
2024,Oregon,3209,"4,272,371 "
2023,Nevada,2100,"3,214,363 "
2022,New Jersey,656,"9,295,227 "
2022,Maine,187,"1,390,922 "
2020,South Dakota,7,"887,948 "
2021,Kentucky,97,"4,507,583 "
2023,Alaska,810,"736,510 "
2020,Missouri,8676,"6,154,744 "
2020,Wyoming,9,"577,681 "
2022,New York,9074,"19,703,747 "
2022,Florida,475,"22,379,312 "
2021,Indiana,117,"6,815,907 "
2020,South Carolina,5833,"5,132,249 "
2020,Delaware,784,"991,928 "
2021,Texas,1043,"29,570,351 "
2020,South Carolina,5934,"5,132,249 "
2022,Idaho,59,"1,944,299 "
2022,Virginia,80,"8,683,414 "
2020,Ohio,13870,"11,798,905 "
2020,Massachusetts,523,"6,994,598 "
2020,New Mexico,952,"2,118,606 "
2021,California,39535,"39,142,565 "
2023,Wisconsin,31,"5,930,405 "
2020,South Carolina,548,"5,132,249 "
2020,Massachusetts,491,"6,994,598 "
2020,Indiana,272,"6,790,497 "
